year   IAGA     geolat      geolon    declination
2016   M03       43.60      264.40        2.37
2016   M04       41.36      263.84        2.91
2016   M05       38.50      263.70        3.09
2016   M06       35.00      262.60        3.85
2016   M07       32.98      263.25        3.46
2016   M08       29.44      261.39        4.52
2016   M09       26.40      262.20        4.10
2016   M10       24.80      260.40        4.98
2016   M11       20.70      256.90        6.33
2016   B01      -64.82      296.52       15.51
2016   B02      -66.03      294.00       17.85
2016   B04      -68.58       41.08      307.94
2016   B05      -69.29       41.32      307.51
2016   B06      -69.67       39.40      308.96
2016   B07      -70.70       44.28      304.52
2016   B08      -72.77      159.03      135.25
2016   B09      -74.01       42.99      304.03
2016   B10      -77.32       39.71      304.87
2016   B24      -71.67       77.77      275.60
2016   B13      -80.00       77.00      266.92
2016   B16      -82.78      347.06      346.63
2016   B27      -81.00        3.00      334.12
2016   KTB       -0.20      100.32      359.86
2016   JCO       70.36      211.20       18.97
2016   SBL       43.93      299.99      342.19
2016   C02       57.71      265.79      358.49
2016   C13       51.88      239.97       16.79
2016   T03       50.37      247.02       13.93
2016   C03       58.77      248.89       14.62
2016   C04       50.06      251.74       11.45
2016   C05       52.03      264.54        1.34
2016   C06       53.35      247.03       14.56
2016   C07       65.26      233.31       22.18
2016   C10       47.66      245.79       13.87
2016   C08       45.87      264.92        1.79
2016   C09       54.93      264.71        0.56
2016   C11       48.03      263.64        2.67
2016   C12       49.69      256.20        8.52
2016   C01       42.42      276.10      353.05
2016   T15       46.48      275.31      352.69
2016   T16       39.19      240.20       13.64
2016   T17       44.95      287.87      344.82
2016   T18       46.09      259.32        6.16
2016   T19       47.61      245.33       14.03
2016   T20       40.18      281.62      349.62
2016   T21       43.08      257.41        7.35
2016   T22       56.81      227.05       19.62
2016   T23       43.66      274.86      353.76
2016   T24       44.82      271.30      356.49
2016   T25       45.14      241.07       14.79
2016   T26       34.20      242.15       12.19
2016   T27       34.38      242.32       12.19
2016   T28       53.30      299.54      338.49
2016   T29       58.10      291.60      336.62
2016   T30       49.81      285.58      344.11
2016   T31       56.50      280.80      343.59
2016   T32       49.39      277.68      349.78
2016   T33       53.99      259.06        6.27
2016   T34       64.73      249.33       15.12
2016   T35       63.60      249.14       15.18
2016   T36       54.71      246.69       15.03
2016   T37       53.81      237.17       17.99
2016   T38       61.01      224.78       20.65
2016   T39       62.24      209.58       16.97
2016   T40       62.95      204.40       15.00
2016   T41       66.97      199.56       13.24
2016   T42       55.20      254.74        9.94
2016   T43       50.87      245.70       14.60
2016   IZN       40.50       29.73        5.38
2016   PAG       47.49       24.18        5.67
2016   HOR       77.00       15.60        8.20
2016   SAH       71.98      234.77       23.37
2016   E01       41.35       23.86        4.76
2016   E02       39.45       21.97        4.29
2016   E03       38.63       24.10        4.48
2016   E04       38.08       23.93        4.41
2016   E05       36.72       22.95        4.16
2016   BRD       49.87      260.03        5.59
2016   EUA       80.00      274.10      305.61
2016   ARS       56.43       58.57       14.71
2016   CKI      -12.19       96.84      357.92
2016   CNH       44.08      124.86      349.94
2016   CYG       36.37      126.85      351.94
2016   DLT       11.94      108.48      359.34
2016   DUR       41.39       14.28        3.25
2016   GAN        0.69       73.15      356.09
2016   JAI       26.92       75.80        0.89
2016   KHB       47.61      134.69      348.24
2016   ORC      -60.74      315.26        1.81
2016   PEG       38.10       23.90        4.41
2016   PET       52.97      158.25      353.19
2016   PIL      -31.40      294.47      356.09
2016   WMQ       43.81       87.71        2.80
2016   PG1      -85.50       77.20      259.39
2016   PG2      -84.42       57.96      280.51
2016   PG3      -84.81       37.63      299.76
2016   PG4      -83.34       12.25      324.61
2016   GNG      -31.36      115.71      358.38
2016   BRZ       56.21       24.75        7.65
2016   SUW       54.01       23.18        6.67
2016   SZC       52.91       19.61        5.48
2016   ZAG       50.28       20.58        5.34
2016   VYH       48.49       18.84        4.71
2016   WIC       47.55       15.52        3.89
2016   CST       46.05       11.65        2.94
2016   P01       45.41       16.66        3.96
2016   RNC       43.97       12.08        2.95
2016   SUT      -32.40       20.67      335.32
2016   A01        8.99        7.39      359.10
2016   A02       36.85        2.93        0.89
2016   A03        3.87       11.52      359.17
2016   A04       14.28       39.46        2.72
2016   A05      -19.20       17.58      350.98
2016   A06        5.33      355.87      355.21
2016   A07        9.58      346.34      352.90
2016   A08        7.00      125.40      359.41
2016   A09       14.58      120.00      358.02
2016   A10       -9.40      319.50      337.38
2016   A11       -1.45      311.55      339.85
2016   A12       14.08      100.61      359.34
2016   A13        7.89       98.35      359.49
2016   GRK       60.27       29.38       10.50
2016   BBG       78.06       14.21        7.43
2016   PRG      -69.23       76.23      279.48
2016   NVL      -70.78       11.83      330.89
2016   WHS       60.70      224.90       20.57
2016   T44       58.47      281.92      341.28
2016   T45       55.28      282.24      343.32
2016   T46       60.05      282.71      339.35
2016   T47       62.20      284.35      336.16
2016   T48       54.80      293.19      338.45
2016   T49       50.22      293.73      340.74
2016   T50       48.65      287.55      343.60
2016   T51       48.05      282.22      346.89
2016   T52       53.79      282.38      344.11
2016   T53       60.82      281.85      339.27
2016   VNA      -70.70      351.70      345.36
2016   CUL      -30.28      149.58       10.92
2016   HOB      -42.88      147.35       15.25
2016   TWN      -19.27      146.82        7.47
2016   AMA       28.17      129.33      354.23
2016   ANC      -11.77      282.85      358.39
2016   ASB       43.46      142.17      350.43
2016   ASW       23.50       32.51        3.82
2016   BCL        9.30      105.71      359.70
2016   BKL       -3.86      102.31        0.13
2016   CDO        8.40      124.63      359.12
2016   CEB       10.36      123.91      358.73
2016   CKT      -15.48      145.25        6.43
2016   CMD      -34.06      150.67       12.60
2016   DES       -6.46       39.12      358.04
2016   DRB      -29.48       30.56      334.99
2016   EUS       -3.88      321.57      338.79
2016   FYM       29.18       35.50        4.29
2016   GSI        1.18       97.34      359.41
2016   HLN       23.90      121.55      355.87
2016   HVD       48.01       91.67        2.34
2016   ICA      -14.08      284.25      357.97
2016   ILR        8.50        4.68      358.41
2016   JRS        0.00      281.70      356.56
2016   JYP        2.51      140.70        2.53
2016   KPG      -10.20      123.40        1.67
2016   KRT       33.37       13.02        2.56
2016   KUJ       33.06      131.23      352.73
2016   LAG        6.48        3.27      357.65
2016   LGZ       13.10      123.74      358.17
2016   LKW        6.30       99.78      359.66
2016   LSK      -15.23       28.19      354.65
2016   LWA       -5.02      104.06        0.37
2016   MLB      -38.36      145.18       12.10
2016   MND        1.44      124.84        0.34
2016   NAB       -1.16       36.48        0.62
2016   PRP       -3.60      119.40        0.87
2016   PTK       52.94      158.25      353.20
2016   ROC      -23.19      150.31        9.19
2016   SBH        6.02      116.07      359.71
2016   SCN       -0.55      100.30      359.85
2016   TGG       17.66      121.76      357.27
2016   TIR        8.48       76.95      357.92
2016   WAD       51.90      256.10        8.71
2016   G01      -29.72      306.28      345.04
2016   KLD       54.50       20.20        5.90
2016   T54       39.10      283.15      348.92
2016   T55       60.55      208.74       16.38
2016   T56       45.59      267.03        0.03
2016   T57       38.25      255.39        8.14
2016   T58       37.42      237.83       13.67
2016   BRN       47.80      132.41      348.13
2016   PG0      -83.67       88.68      249.74
2016   PG5      -81.96        5.71      331.28
2016   HRP       49.20      275.30      351.87
2016   LCL       51.00      252.90       10.86
2016   T59       57.79      207.60       15.54
2016   T60       66.63      210.40       18.05
2016   T61       37.88      284.56      348.38
2016   T62       65.90       26.41       11.41
2016   PKS       52.50      252.80       11.10
2016   FTN       58.90      237.20       19.56
2016   W01      -41.55      147.21       14.48
2016   W02      -29.03      167.97       15.04
2016   W03       -2.70      141.30        3.59
2016   W04      -66.28      111.53      256.64
2016   W05      -68.58       77.96      278.80
2016   NR2       60.50       24.65        8.81
2016   CPL       17.30       78.90      359.25
2016   TTB       -1.21      311.49      339.90
2016   R01       38.90      267.78        0.11
2016   R02       38.68      282.22      349.59
2016   R03       44.90      266.27        0.76
2016   R04       40.01      254.76        8.63
2016   R05       41.58      275.83      353.44
2016   R06       31.84      257.68        6.50
2016   R07       47.13      266.34        0.42
2016   R08       44.33      286.44      345.70
2016   R09       41.65      287.28      346.07
2016   R10       42.61      288.52      345.24
2016   SKD       66.57       66.78       23.94
2016   BEY       73.30       70.00       32.66
2016   KHS       71.16       66.83       29.56
2016   GLK       40.94       44.47        6.40
2016   KLI       60.86       39.52       14.21
2016   KZN       55.93       48.74       13.43
2016   MHV       54.94       37.73       10.73
2016   NAD       65.53       72.51       21.93
2016   WSE       66.55       33.10       14.86
2016   POD       61.58       90.03        8.65
2017   SON       25.12       66.44        1.13
2017   AMU       61.24      210.13       16.70
2017   YKC       62.48      245.52       17.27
2017   CBB       69.12      254.97        7.48
2017   RES       74.69      265.11      337.16
2017   BLC       64.32      263.99      357.44
2017   MEA       54.62      246.65       14.90
2017   SIT       57.06      224.67       19.30
2017   PBQ       55.28      282.26      343.51
2017   MEK       62.77       30.97       12.33
2017   STJ       47.60      307.32      341.67
2017   ALE       82.50      297.50      309.80
2017   LRV       64.18      338.30      346.10
2017   BOU       40.14      254.76        8.55
2017   FRN       37.09      240.28       13.09
2017   VIC       48.52      236.58       16.48
2017   NEW       48.27      242.88       14.91
2017   LOV       59.35       17.83        6.11
2017   LER       60.13      358.82      357.95
2017   VAL       51.93      349.75      355.59
2017   HAD       50.98      355.52      358.02
2017   ESK       55.32      356.80      357.84
2017   MAB       50.30        5.68        1.53
2017   DOU       50.10        4.60        1.20
2017   BFE       55.62       11.67        3.47
2017   CLF       48.02        2.27        0.60
2017   OTT       45.40      284.45      346.52
2017   WNG       53.75        9.07        2.54
2017   VRE      -17.28      292.38      351.84
2017   SHE      -15.95      354.27      343.17
2017   SMA       36.99      334.87      351.86
2017   PNL      -16.68      303.83      342.84
2017   THY       46.90       17.54        4.41
2017   BEL       51.83       20.80        5.78
2017   FUR       48.17       11.28        3.07
2017   NGK       52.07       12.68        3.61
2017   BDV       49.07       14.02        3.79
2017   FRD       38.20      282.63      349.44
2017   CRP       10.44      275.09      358.70
2017   HYB       17.40       78.60      359.30
2017   IPM      -27.20      250.58       15.25
2017   KMH      -26.54       18.11      342.84
2017   NMP      -15.09       39.25      351.60
2017   DED       70.36      211.21       18.43
2017   KEP      -54.28      323.51      353.12
2017   CDP       31.00      256.30        6.99
2017   DMC      -75.25      235.83       63.41
2017   LON       45.41       16.66        4.10
2017   SPG       60.54       29.72       10.91
2017   TAB       76.54      291.18      314.80
2017   ROE       55.17        8.55        2.36
2017   THL       77.47      290.77      313.31
2017   SVS       76.02      294.90      316.45
2017   KUV       74.57      302.82      320.92
2017   UPN       72.78      303.85      323.16
2017   UMQ       70.68      307.87      326.72
2017   GDH       69.25      306.47      327.55
2017   ATU       67.93      306.43      328.76
2017   STF       67.02      309.28      330.49
2017   SKT       65.42      307.10      331.19
2017   GHB       64.17      308.27      332.55
2017   FHB       62.00      310.32      334.78
2017   NAQ       61.16      314.56      336.72
2017   NRD       81.60      343.33      344.16
2017   DMH       76.77      341.37      343.43
2017   DNB       74.30      339.78      342.97
2017   SCO       70.48      338.03      343.21
2017   AMK       65.60      322.37      337.05
2017   MCN       73.93      322.38      331.72
2017   MCE       72.40      326.10      334.87
2017   MCW       72.00      317.41      330.13
2017   MCG       72.60      321.65      332.10
2017   MCR       66.48      313.71      332.58
2017   TDC      -37.10      347.69      336.65
2017   SUM       72.30      321.70      332.32
2017   HOV       61.50      353.20      354.92
2017   GIM       56.38      265.36      359.49
2017   TAL       69.54      266.45      347.33
2017   CNL       65.75      248.75       15.45
2017   DAW       64.05      220.89       20.46
2017   EKP       61.11      265.95      356.80
2017   FCC       58.76      265.91      358.00
2017   FMC       56.66      248.79       14.17
2017   FSP       61.76      238.77       19.86
2017   SMI       60.03      248.07       15.25
2017   ISL       53.86      265.34        0.17
2017   PIN       50.20      263.96        2.12
2017   RAL       58.22      256.32        8.57
2017   RAN       62.82      267.89      353.06
2017   NOR       71.09       25.79       13.36
2017   NAL       78.92       11.95        6.37
2017   LYR       78.20       15.83        9.09
2017   JAN       70.90      351.30      351.60
2017   HOP       76.51       25.01       15.08
2017   BJN       74.50       19.20       10.41
2017   SOR       70.54       22.22       11.07
2017   TRO       69.66       18.94        8.88
2017   AND       69.30       16.03        7.09
2017   JCK       66.40       16.98        7.03
2017   DON       66.11       12.50        4.61
2017   RVK       64.94       10.99        3.71
2017   DOB       62.07        9.11        2.64
2017   SOL       61.08        4.84        0.67
2017   KAR       59.21        5.24        0.95
2017   HRN       77.00       15.60        8.60
2017   ALT       69.86       22.96       11.27
2017   KEV       69.76       27.01       13.51
2017   MAS       69.46       23.70       11.55
2017   KIL       69.06       20.77        9.77
2017   KAU       69.02       23.05       11.03
2017   IVA       68.56       27.29       13.16
2017   ABK       68.35       18.82        8.47
2017   LEK       68.13       13.54        5.45
2017   MUO       68.02       23.53       10.95
2017   LOZ       67.97       35.02       16.75
2017   KIR       67.84       20.42        9.22
2017   SOD       67.37       26.63       12.33
2017   PEL       66.90       24.08       10.85
2017   LYC       64.61       18.75        7.55
2017   OUJ       64.52       27.23       11.48
2017   HAN       62.25       26.60       10.36
2017   NUR       60.50       24.65        9.01
2017   UPS       59.90       17.35        6.01
2017   TAR       58.26       26.46        8.96
2017   BRW       71.32      203.38       14.97
2017   KAV       70.14      216.35       20.33
2017   KOT       66.88      197.40       11.74
2017   ARC       68.12      214.44       19.37
2017   INK       68.41      226.23       22.42
2017   BET       66.90      208.45       16.87
2017   FYU       66.56      214.78       19.24
2017   EAG       64.78      218.84       20.12
2017   CMO       64.87      212.14       18.02
2017   CGO       64.87      212.14       18.02
2017   GAK       62.39      214.87       18.49
2017   TLK       63.30      209.90       16.94
2017   CPY       70.20      235.30       22.59
2017   PKR       65.12      212.57       18.22
2017   DIK       73.53       80.70       31.03
2017   CCS       77.72      104.28       15.76
2017   TIK       71.59      128.92      342.42
2017   CWE       66.17      190.17        7.99
2017   ARK       64.60       40.50       17.00
2017   AAE        9.03       38.77        2.25
2017   ABG       18.62       72.87      359.67
2017   AMS      -37.80       77.57      322.43
2017   API      -13.80      188.22       11.67
2017   ASP      -23.77      133.88        4.71
2017   BMT       40.30      116.20      352.97
2017   BNG        4.33       18.57        0.99
2017   BSL       30.35      270.36      358.90
2017   CNB      -34.10      150.70       12.64
2017   CAN      -35.31      149.36       12.64
2017   CZT      -46.43       51.87      308.99
2017   DLR       29.49      259.08        5.60
2017   DRV      -66.67      140.01      160.84
2017   EYR      -43.40      172.40       24.13
2017   GNA      -31.80      116.00      358.33
2017   GUA       13.59      144.87        0.76
2017   GUI       28.32      343.57      354.99
2017   HBK      -25.88       27.71      341.42
2017   HER      -34.43       19.23      333.78
2017   HLP       54.61       18.82        5.68
2017   HON       21.32      202.00        9.57
2017   HRB       47.86       18.19        4.64
2017   IQA       63.75      291.48      331.96
2017   IRT       52.17      104.45      356.03
2017   ISK       41.07       29.06        5.49
2017   KAK       36.23      140.18      352.35
2017   KOU        5.21      307.27      341.74
2017   LNP       25.00      121.17      355.56
2017   MBO       14.38      343.03      352.85
2017   MMB       43.91      144.19      350.67
2017   NCK       47.63       16.72        4.30
2017   MZH       49.60      117.40      350.27
2017   PAF      -49.35       70.26      302.85
2017   PHU       21.03      105.95      358.45
2017   PPT      -17.57      210.42       12.95
2017   SBA      -77.85      166.78      142.22
2017   SJG       18.11      293.85      346.84
2017   SPT       39.55      355.65      359.11
2017   SUA       45.32       26.25        5.80
2017   TAM       22.79        5.53        0.66
2017   TAN      -18.92       47.55      344.39
2017   TUC       32.17      249.27        9.84
2017   VSS      -22.40      316.35      337.38
2017   KIV       50.72       30.30        7.72
2017   LNN       59.95       30.70       11.02
2017   NKK       45.77       62.12        8.16
2017   MNK       54.50       27.88        8.24
2017   ODE       46.78       30.88        6.82
2017   TUL       35.92      264.22        2.70
2017   ASH       37.95       58.10        5.09
2017   TOL       39.88      355.95      359.19
2017   NVS       55.03       82.90        8.81
2017   KGD       49.82       73.08        8.95
2017   AAA       43.25       76.92        5.16
2017   TKT       41.33       69.62        5.46
2017   LVV       49.90       23.75        6.14
2017   RSV       55.85       12.45        3.75
2017   MOS       55.48       37.31       11.01
2017   YSS       46.95      142.72      349.45
2017   HIS       80.62       58.05       39.50
2017   ZGN       66.75      123.26      344.03
2017   YAK       60.02      129.72      344.57
2017   PPI       42.98      131.73      349.55
2017   BJI       40.06      116.18      353.03
2017   BOX       58.03       38.97       12.67
2017   MUT       14.37      121.02      357.92
2017   PTN       -0.05      109.25        0.53
2017   WTK       -7.56      112.63        1.02
2017   LRM      -21.00      115.00        0.69
2017   KAT      -33.68      117.62      358.37
2017   KTN       75.94      137.71      342.84
2017   CHD       70.62      147.89      345.83
2017   ZYK       65.75      150.78      347.76
2017   MGD       59.97      150.86      348.81
2017   MSR       44.37      142.27      350.12
2017   ONW       38.43      141.47      351.84
2017   KAG       31.48      130.72      353.14
2017   YMK       31.19      130.62      353.23
2017   CBI       27.15      142.30      355.82
2017   YAP        9.30      138.50        0.48
2017   KOR        7.33      134.50        0.20
2017   BIK       -1.08      136.05        2.14
2017   WEW       -3.55      143.62        4.20
2017   DRW      -12.40      130.90        2.78
2017   WEP      -12.68      141.88        5.17
2017   BSV      -25.54      139.21        6.51
2017   DAL      -27.18      151.20       10.47
2017   ADL      -34.67      138.65        8.09
2017   CPS       68.88      180.63        2.75
2017   EWA       21.32      202.00        9.57
2017   ASA      -14.28      170.70       11.09
2017   MCQ      -54.50      158.95       33.72
2017   CKA       68.50       73.60       25.42
2017   AMD       69.60       61.21       27.24
2017   LOP       68.25       33.08       15.96
2017   MBC       76.32      240.64       17.73
2017   VIZ       79.30       76.54       44.33
2017   PBK       70.08      170.90      357.22
2017   PGC       66.10      294.20      328.99
2017   CY0       70.50      291.40      323.70
2017   CDC       64.20      283.40      334.96
2017   CHC       64.35      276.00      341.25
2017   GHC       68.63      264.15      352.78
2017   IGC       69.30      278.20      331.66
2017   PBC       68.50      270.30      342.81
2017   RPB       66.52      273.77      341.05
2017   NAN       56.40      298.30      337.00
2017   AIA      -65.25      295.74       16.21
2017   ASC       -7.95      345.62      344.69
2017   VOS      -78.45      106.87      235.43
2017   CSY      -66.28      110.53      257.27
2017   CTA      -20.10      146.30        7.47
2017   DVS      -68.58       77.97      278.61
2017   GLN       49.65      262.88        3.13
2017   HTY       33.12      139.80      353.33
2017   KDU      -12.69      132.47        3.10
2017   KNY       31.42      130.88      353.16
2017   MAW      -67.61       62.88      290.99
2017   MIR      -66.55       93.02      270.24
2017   PST      -51.70      302.11        2.98
2017   TSU      -19.22       17.70      351.08
2017   HUA      -12.05      284.67      356.85
2017   LIV      -62.66      299.61       12.16
2017   TRW      -43.25      294.68        3.01
2017   AQU       42.38       13.32        3.26
2017   MID       28.21      182.62        7.41
2017   LMM      -25.92       32.58      339.46
2017   LZH       36.09      103.85      357.49
2017   QSB       33.87       35.64        4.91
2017   TND        1.29      124.95        0.28
2017   EBR       40.82        0.49        0.42
2017   TEO       19.75      260.82        4.75
2017   LEM      -42.30      147.50       15.07
2017   RIK       43.48      143.76      350.70
2017   CLK       44.70      285.00      346.43
2017   APL       39.17      283.12      348.94
2017   DSO       36.25      278.60      352.41
2017   USC       33.34      278.54      352.94
2017   JAX       30.35      278.40      353.51
2017   FIT       28.07      279.05      353.44
2017   GTF       43.62      288.05      345.24
2017   MSH       42.60      288.52      345.32
2017   FAR       62.05      352.98      354.67
2017   BOR       58.03       38.33       12.50
2017   CRK       57.09      357.36      357.78
2017   GML       57.16      356.32      357.31
2017   HLL       63.77      339.44      346.89
2017   KVI       59.50       17.63        6.06
2017   LAN       54.01      357.23      358.22
2017   S01       64.37       13.36        4.86
2017   OUL       65.10       25.85       11.07
2017   YOR       53.95      358.95      358.90
2017   PUT      -18.33      290.50      353.81
2017   ANT      -23.39      289.76      356.40
2017   SER      -30.00      288.87        0.40
2017   CER      -33.45      289.40        1.81
2017   VLD      -39.48      286.86        7.56
2017   OSO      -40.34      286.91        8.01
2017   PNT      -53.20      289.10       13.49
2017   ESC      -62.18      301.08       10.94
2017   OHI      -63.32      302.10       11.06
2017   PAC      -40.34      289.91        5.41
2017   ENP      -52.13      289.10       12.90
2017   FSJ       56.25      238.15       18.36
2017   EDM       53.30      246.70       14.59
2017   FVE       58.37      243.98       17.05
2017   LET       49.64      247.13       13.62
2017   RED       52.14      246.16       14.58
2017   ROT       51.07      245.87       14.46
2017   SAS       52.80      253.60       10.50
2017   VLO       48.19      282.24      346.91
2017   MCM      -77.85      166.67      142.40
2017   SPA      -90.00        0.00      329.57
2017   ELT       29.67       34.95        4.41
2017   GZH       23.09      113.34      357.12
2017   MLT       29.52       30.89        4.31
2017   PAL      -64.77      295.95       15.78
2017   NOK       69.40       88.10       18.34
2017   HLM       61.24      210.13       16.70
2017   HOM       59.70      209.53       16.25
2017   TRP       62.67      150.24      348.08
2017   BGY       31.72       35.09        4.63
2017   ESA       39.24      141.36      351.56
2017   GCK       44.63       20.77        4.78
2017   KNZ       55.83       48.85       13.50
2017   MIZ       39.11      141.20      351.57
2017   SFS       36.67      354.06      358.71
2017   SHU       55.35      199.54       11.91
2017   BFO       48.33        8.33        2.32
2017   MSK       52.69       34.52        9.24
2017   B11      -77.51      336.58      355.59
2017   B12      -79.08      335.88      356.10
2017   B14      -80.89      337.74      354.55
2017   B15      -81.49        2.97      333.76
2017   B17      -82.90      347.76      345.89
2017   B18      -84.35      336.14      355.32
2017   B19      -85.36        2.06      332.00
2017   B20      -85.36       95.98      239.41
2017   B21      -87.00       28.41      305.64
2017   B22      -86.51       68.17      267.03
2017   B23      -88.03      316.13       13.13
2017   B03      -67.57      291.88       20.11
2017   M01       46.87      263.55        2.78
2017   M02       45.56      266.75        0.22
2017   M03       43.60      264.40        2.30
2017   M04       41.36      263.84        2.83
2017   M05       38.50      263.70        3.00
2017   M06       35.00      262.60        3.75
2017   M07       32.98      263.25        3.36
2017   M08       29.44      261.39        4.41
2017   M09       26.40      262.20        3.99
2017   M10       24.80      260.40        4.87
2017   M11       20.70      256.90        6.23
2017   B01      -64.82      296.52       15.46
2017   B02      -66.03      294.00       17.80
2017   B04      -68.58       41.08      307.78
2017   B05      -69.29       41.32      307.34
2017   B06      -69.67       39.40      308.79
2017   B07      -70.70       44.28      304.36
2017   B08      -72.77      159.03      135.07
2017   B09      -74.01       42.99      303.87
2017   B10      -77.32       39.71      304.72
2017   B24      -71.67       77.77      275.41
2017   B13      -80.00       77.00      266.73
2017   B16      -82.78      347.06      346.52
2017   B27      -81.00        3.00      334.01
2017   KTB       -0.20      100.32      359.86
2017   JCO       70.36      211.20       18.42
2017   SBL       43.93      299.99      342.34
2017   C02       57.71      265.79      358.55
2017   C13       51.88      239.97       16.66
2017   T03       50.37      247.02       13.82
2017   C03       58.77      248.89       14.50
2017   C04       50.06      251.74       11.35
2017   C05       52.03      264.54        1.32
2017   C06       53.35      247.03       14.44
2017   C07       65.26      233.31       21.84
2017   C10       47.66      245.79       13.77
2017   C08       45.87      264.92        1.73
2017   C09       54.93      264.71        0.57
2017   C11       48.03      263.64        2.62
2017   C12       49.69      256.20        8.44
2017   C01       42.42      276.10      353.04
2017   T15       46.48      275.31      352.71
2017   T16       39.19      240.20       13.56
2017   T17       44.95      287.87      344.91
2017   T18       46.09      259.32        6.08
2017   T19       47.61      245.33       13.93
2017   T20       40.18      281.62      349.63
2017   T21       43.08      257.41        7.26
2017   T22       56.81      227.05       19.42
2017   T23       43.66      274.86      353.75
2017   T24       44.82      271.30      356.46
2017   T25       45.14      241.07       14.69
2017   T26       34.20      242.15       12.11
2017   T27       34.38      242.32       12.11
2017   T28       53.30      299.54      338.73
2017   T29       58.10      291.60      336.93
2017   T30       49.81      285.58      344.25
2017   T31       56.50      280.80      343.81
2017   T32       49.39      277.68      349.85
2017   T33       53.99      259.06        6.22
2017   T34       64.73      249.33       14.94
2017   T35       63.60      249.14       15.02
2017   T36       54.71      246.69       14.90
2017   T37       53.81      237.17       17.84
2017   T38       61.01      224.78       20.38
2017   T39       62.24      209.58       16.66
2017   T40       62.95      204.40       14.67
2017   T41       66.97      199.56       12.82
2017   T42       55.20      254.74        9.86
2017   T43       50.87      245.70       14.49
2017   IZN       40.50       29.73        5.48
2017   PAG       47.49       24.18        5.80
2017   HOR       77.00       15.60        8.60
2017   SAH       71.98      234.77       22.76
2017   E01       41.35       23.86        4.87
2017   E02       39.45       21.97        4.41
2017   E03       38.63       24.10        4.60
2017   E04       38.08       23.93        4.52
2017   E05       36.72       22.95        4.27
2017   BRD       49.87      260.03        5.53
2017   EUA       80.00      274.10      307.41
2017   ARS       56.43       58.57       14.81
2017   CKI      -12.19       96.84      357.96
2017   CNH       44.08      124.86      349.85
2017   CYG       36.37      126.85      351.86
2017   DLT       11.94      108.48      359.29
2017   DUR       41.39       14.28        3.38
2017   GAN        0.69       73.15      356.13
2017   JAI       26.92       75.80        0.93
2017   KHB       47.61      134.69      348.18
2017   ORC      -60.74      315.26        1.79
2017   PEG       38.10       23.90        4.52
2017   PET       52.97      158.25      353.10
2017   PIL      -31.40      294.47      355.90
2017   WMQ       43.81       87.71        2.77
2017   PG1      -85.50       77.20      259.22
2017   PG2      -84.42       57.96      280.35
2017   PG3      -84.81       37.63      299.61
2017   PG4      -83.34       12.25      324.48
2017   GNG      -31.36      115.71      358.38
2017   BRZ       56.21       24.75        7.81
2017   SUW       54.01       23.18        6.83
2017   SZC       52.91       19.61        5.64
2017   ZAG       50.28       20.58        5.49
2017   VYH       48.49       18.84        4.86
2017   WIC       47.55       15.52        4.03
2017   CST       46.05       11.65        3.09
2017   P01       45.41       16.66        4.10
2017   RNC       43.97       12.08        3.09
2017   SUT      -32.40       20.67      335.21
2017   A01        8.99        7.39      359.22
2017   A02       36.85        2.93        1.03
2017   A03        3.87       11.52      359.31
2017   A04       14.28       39.46        2.76
2017   A05      -19.20       17.58      351.08
2017   A06        5.33      355.87      355.35
2017   A07        9.58      346.34      353.05
2017   A08        7.00      125.40      359.31
2017   A09       14.58      120.00      357.94
2017   A10       -9.40      319.50      337.40
2017   A11       -1.45      311.55      339.83
2017   A12       14.08      100.61      359.31
2017   A13        7.89       98.35      359.48
2017   GRK       60.27       29.38       10.68
2017   BBG       78.06       14.21        7.86
2017   PRG      -69.23       76.23      279.29
2017   NVL      -70.78       11.83      330.78
2017   WHS       60.70      224.90       20.31
2017   T44       58.47      281.92      341.54
2017   T45       55.28      282.24      343.52
2017   T46       60.05      282.71      339.67
2017   T47       62.20      284.35      336.56
2017   T48       54.80      293.19      338.70
2017   T49       50.22      293.73      340.93
2017   T50       48.65      287.55      343.74
2017   T51       48.05      282.22      346.98
2017   T52       53.79      282.38      344.28
2017   T53       60.82      281.85      339.60
2017   VNA      -70.70      351.70      345.30
2017   CUL      -30.28      149.58       10.92
2017   HOB      -42.88      147.35       15.31
2017   TWN      -19.27      146.82        7.45
2017   AMA       28.17      129.33      354.15
2017   ANC      -11.77      282.85      358.21
2017   ASB       43.46      142.17      350.38
2017   ASW       23.50       32.51        3.89
2017   BCL        9.30      105.71      359.67
2017   BKL       -3.86      102.31        0.13
2017   CDO        8.40      124.63      359.03
2017   CEB       10.36      123.91      358.64
2017   CKT      -15.48      145.25        6.40
2017   CMD      -34.06      150.67       12.62
2017   DES       -6.46       39.12      358.02
2017   DRB      -29.48       30.56      334.83
2017   EUS       -3.88      321.57      338.85
2017   FYM       29.18       35.50        4.36
2017   GSI        1.18       97.34      359.41
2017   HLN       23.90      121.55      355.78
2017   HVD       48.01       91.67        2.28
2017   ICA      -14.08      284.25      357.78
2017   ILR        8.50        4.68      358.53
2017   JRS        0.00      281.70      356.39
2017   JYP        2.51      140.70        2.46
2017   KPG      -10.20      123.40        1.59
2017   KRT       33.37       13.02        2.67
2017   KUJ       33.06      131.23      352.65
2017   LAG        6.48        3.27      357.77
2017   LGZ       13.10      123.74      358.08
