year   IAGA     geolat      geolon    declination
2001   ASW       23.50       32.51        2.67
2001   BCL        9.30      105.71        0.02
2001   BKL       -3.86      102.31      359.95
2001   CDO        8.40      124.63      360.00
2001   CEB       10.36      123.91      359.61
2001   CKT      -15.48      145.25        6.86
2001   CMD      -34.06      150.67       12.62
2001   DES       -6.46       39.12      357.89
2001   DRB      -29.48       30.56      337.30
2001   EUS       -3.88      321.57      338.36
2001   FYM       29.18       35.50        3.18
2001   GSI        1.18       97.34      359.20
2001   HLN       23.90      121.55      356.73
2001   HVD       48.01       91.67        3.00
2001   ICA      -14.08      284.25        0.31
2001   ILR        8.50        4.68      356.89
2001   JRS        0.00      281.70      358.65
2001   JYP        2.51      140.70        3.21
2001   KPG      -10.20      123.40        2.31
2001   KRT       33.37       13.02        1.20
2001   KUJ       33.06      131.23      353.40
2001   LAG        6.48        3.27      356.05
2001   LGZ       13.10      123.74      359.06
2001   LKW        6.30       99.78      359.68
2001   LSK      -15.23       28.19      354.18
2001   LWA       -5.02      104.06        0.23
2001   MLB      -38.36      145.18       12.01
2001   MND        1.44      124.84        1.17
2001   NAB       -1.16       36.48        0.02
2001   PRP       -3.60      119.40        1.52
2001   PTK       52.94      158.25      353.35
2001   ROC      -23.19      150.31        9.45
2001   SBH        6.02      116.07        0.40
2001   SCN       -0.55      100.30      359.69
2001   TGG       17.66      121.76      358.15
2001   TIR        8.48       76.95      357.38
2001   WAD       51.90      256.10       11.23
2001   G01      -29.72      306.28      347.32
2001   KLD       54.50       20.20        3.96
2001   T54       39.10      283.15      349.05
2001   T55       60.55      208.74       20.98
2001   T56       45.59      267.03        1.44
2001   T57       38.25      255.39        9.92
2001   T58       37.42      237.83       15.21
2001   BRN       47.80      132.41      348.41
2001   PG0      -83.67       88.68      252.20
2001   PG5      -81.96        5.71      332.86
2001   HRP       49.20      275.30      351.87
2001   LCL       51.00      252.90       13.50
2001   T59       57.79      207.60       19.54
2001   T60       66.63      210.40       24.35
2001   T61       37.88      284.56      348.45
2001   T62       65.90       26.41        8.78
2001   PKS       52.50      252.80       13.95
2001   FTN       58.90      237.20       24.64
2001   W01      -41.55      147.21       14.23
2001   W02      -29.03      167.97       15.00
2001   W03       -2.70      141.30        4.22
2001   W04      -66.28      111.53      259.53
2001   W05      -68.58       77.96      281.23
2001   NR2       60.50       24.65        6.59
2001   CPL       17.30       78.90      358.81
2001   TTB       -1.21      311.49      340.51
2001   R01       38.90      267.78        1.67
2001   R02       38.68      282.22      349.87
2001   R03       44.90      266.27        2.25
2001   R04       40.01      254.76       10.47
2001   R05       41.58      275.83      354.20
2001   R06       31.84      257.68        8.17
2001   R07       47.13      266.34        1.84
2001   R08       44.33      286.44      344.76
2001   R09       41.65      287.28      345.37
2001   R10       42.61      288.52      344.27
2001   SKD       66.57       66.78       22.87
2001   BEY       73.30       70.00       30.84
2001   KHS       71.16       66.83       27.94
2001   GLK       40.94       44.47        5.28
2001   KLI       60.86       39.52       12.26
2001   KZN       55.93       48.74       11.94
2001   MHV       54.94       37.73        9.03
2001   NAD       65.53       72.51       21.41
2001   WSE       66.55       33.10       12.34
2001   POD       61.58       90.03        9.90
2002   SON       25.12       66.44        0.43
2002   AMU       61.24      210.13       21.55
2002   YKC       62.48      245.52       23.35
2002   CBB       69.12      254.97       15.48
2002   RES       74.69      265.11      323.06
2002   BLC       64.32      263.99      358.24
2002   MEA       54.62      246.65       18.33
2002   SIT       57.06      224.67       23.64
2002   PBQ       55.28      282.26      340.93
2002   MEK       62.77       30.97        9.99
2002   STJ       47.60      307.32      338.59
2002   ALE       82.50      297.50      293.91
2002   LRV       64.18      338.30      341.68
2002   BOU       40.14      254.76       10.36
2002   FRN       37.09      240.28       14.61
2002   VIC       48.52      236.58       19.08
2002   NEW       48.27      242.88       17.41
2002   LOV       59.35       17.83        3.74
2002   LER       60.13      358.82      354.90
2002   VAL       51.93      349.75      352.79
2002   HAD       50.98      355.52      355.49
2002   ESK       55.32      356.80      355.08
2002   MAB       50.30        5.68      359.39
2002   DOU       50.10        4.60      359.04
2002   BFE       55.62       11.67        1.20
2002   CLF       48.02        2.27      358.47
2002   OTT       45.40      284.45      345.66
2002   WNG       53.75        9.07        0.31
2002   VRE      -17.28      292.38      354.63
2002   SHE      -15.95      354.27      341.06
2002   SMA       36.99      334.87      349.46
2002   PNL      -16.68      303.83      345.23
2002   THY       46.90       17.54        2.71
2002   BEL       51.83       20.80        3.92
2002   FUR       48.17       11.28        1.19
2002   NGK       52.07       12.68        1.58
2002   BDV       49.07       14.02        1.93
2002   FRD       38.20      282.63      349.68
2002   CRP       10.44      275.09        0.60
2002   HYB       17.40       78.60      358.83
2002   IPM      -27.20      250.58       15.55
2002   KMH      -26.54       18.11      342.58
2002   NMP      -15.09       39.25      352.15
2002   DED       70.36      211.21       26.35
2002   KEP      -54.28      323.51      353.11
2002   CDP       31.00      256.30        8.62
2002   DMC      -75.25      235.83       64.14
2002   LON       45.41       16.66        2.44
2002   SPG       60.54       29.72        8.70
2002   TAB       76.54      291.18      300.32
2002   ROE       55.17        8.55        0.03
2002   THL       77.47      290.77      298.11
2002   SVS       76.02      294.90      303.40
2002   KUV       74.57      302.82      310.42
2002   UPN       72.78      303.85      313.60
2002   UMQ       70.68      307.87      318.53
2002   GDH       69.25      306.47      319.68
2002   ATU       67.93      306.43      321.33
2002   STF       67.02      309.28      323.61
2002   SKT       65.42      307.10      324.60
2002   GHB       64.17      308.27      326.39
2002   FHB       62.00      310.32      329.27
2002   NAQ       61.16      314.56      331.58
2002   NRD       81.60      343.33      335.85
2002   DMH       76.77      341.37      336.85
2002   DNB       74.30      339.78      336.92
2002   SCO       70.48      338.03      337.81
2002   AMK       65.60      322.37      331.49
2002   MCN       73.93      322.38      324.24
2002   MCE       72.40      326.10      328.15
2002   MCW       72.00      317.41      322.65
2002   MCG       72.60      321.65      324.91
2002   MCR       66.48      313.71      326.21
2002   TDC      -37.10      347.69      335.77
2002   SUM       72.30      321.70      325.21
2002   HOV       61.50      353.20      351.51
2002   GIM       56.38      265.36        0.54
2002   TAL       69.54      266.45      343.05
2002   CNL       65.75      248.75       23.10
2002   DAW       64.05      220.89       26.76
2002   EKP       61.11      265.95      357.16
2002   FCC       58.76      265.91      358.69
2002   FMC       56.66      248.79       17.93
2002   FSP       61.76      238.77       25.84
2002   SMI       60.03      248.07       20.08
2002   ISL       53.86      265.34        1.36
2002   PIN       50.20      263.96        3.63
2002   RAL       58.22      256.32       11.74
2002   RAN       62.82      267.89      352.10
2002   NOR       71.09       25.79       10.03
2002   NAL       78.92       11.95        0.80
2002   LYR       78.20       15.83        3.90
2002   JAN       70.90      351.30      346.93
2002   HOP       76.51       25.01       10.68
2002   BJN       74.50       19.20        6.28
2002   SOR       70.54       22.22        7.70
2002   TRO       69.66       18.94        5.53
2002   AND       69.30       16.03        3.70
2002   JCK       66.40       16.98        4.02
2002   DON       66.11       12.50        1.48
2002   RVK       64.94       10.99        0.65
2002   DOB       62.07        9.11      359.81
2002   SOL       61.08        4.84      357.77
2002   KAR       59.21        5.24      358.22
2002   HRN       77.00       15.60        3.75
2002   ALT       69.86       22.96        8.01
2002   KEV       69.76       27.01       10.39
2002   MAS       69.46       23.70        8.37
2002   KIL       69.06       20.77        6.55
2002   KAU       69.02       23.05        7.89
2002   IVA       68.56       27.29       10.19
2002   ABK       68.35       18.82        5.29
2002   LEK       68.13       13.54        2.12
2002   MUO       68.02       23.53        7.94
2002   LOZ       67.97       35.02       14.05
2002   KIR       67.84       20.42        6.14
2002   SOD       67.37       26.63        9.47
2002   PEL       66.90       24.08        7.98
2002   LYC       64.61       18.75        4.76
2002   OUJ       64.52       27.23        8.92
2002   HAN       62.25       26.60        7.97
2002   NUR       60.50       24.65        6.71
2002   UPS       59.90       17.35        3.59
2002   TAR       58.26       26.46        6.84
2002   BRW       71.32      203.38       22.21
2002   KAV       70.14      216.35       28.86
2002   KOT       66.88      197.40       16.82
2002   ARC       68.12      214.44       26.70
2002   INK       68.41      226.23       31.25
2002   BET       66.90      208.45       23.12
2002   FYU       66.56      214.78       25.98
2002   EAG       64.78      218.84       26.55
2002   CMO       64.87      212.14       23.96
2002   CGO       64.87      212.14       23.96
2002   GAK       62.39      214.87       23.90
2002   TLK       63.30      209.90       22.27
2002   CPY       70.20      235.30       34.00
2002   PKR       65.12      212.57       24.27
2002   DIK       73.53       80.70       30.07
2002   CCS       77.72      104.28       16.58
2002   TIK       71.59      128.92      342.74
2002   CWE       66.17      190.17       12.12
2002   ARK       64.60       40.50       14.75
2002   AAE        9.03       38.77        1.54
2002   ABG       18.62       72.87      359.04
2002   AMS      -37.80       77.57      320.56
2002   API      -13.80      188.22       11.48
2002   ASP      -23.77      133.88        5.17
2002   BMT       40.30      116.20      353.88
2002   BNG        4.33       18.57      359.23
2002   BSL       30.35      270.36        0.57
2002   CNB      -34.10      150.70       12.65
2002   CAN      -35.31      149.36       12.62
2002   CZT      -46.43       51.87      311.40
2002   DLR       29.49      259.08        7.26
2002   DRV      -66.67      140.01      174.36
2002   EYR      -43.40      172.40       23.43
2002   GNA      -31.80      116.00      358.09
2002   GUA       13.59      144.87        1.46
2002   GUI       28.32      343.57      352.93
2002   HBK      -25.88       27.71      342.81
2002   HER      -34.43       19.23      335.39
2002   HLP       54.61       18.82        3.64
2002   HON       21.32      202.00       10.09
2002   HRB       47.86       18.19        2.91
2002   IQA       63.75      291.48      325.19
2002   IRT       52.17      104.45      357.31
2002   ISK       41.07       29.06        4.07
2002   KAK       36.23      140.18      352.85
2002   KOU        5.21      307.27      342.28
2002   LNP       25.00      121.17      356.47
2002   MBO       14.38      343.03      350.85
2002   MMB       43.91      144.19      350.89
2002   NCK       47.63       16.72        2.56
2002   MZH       49.60      117.40      351.22
2002   PAF      -49.35       70.26      303.75
2002   PHU       21.03      105.95      359.01
2002   PPT      -17.57      210.42       12.68
2002   SBA      -77.85      166.78      144.80
2002   SJG       18.11      293.85      347.61
2002   SPT       39.55      355.65      357.10
2002   SUA       45.32       26.25        4.25
2002   TAM       22.79        5.53      359.29
2002   TAN      -18.92       47.55      344.89
2002   TUC       32.17      249.27       11.34
2002   VSS      -22.40      316.35      338.76
2002   KIV       50.72       30.30        6.04
2002   LNN       59.95       30.70        8.87
2002   NKK       45.77       62.12        7.35
2002   MNK       54.50       27.88        6.35
2002   ODE       46.78       30.88        5.28
2002   TUL       35.92      264.22        4.40
2002   ASH       37.95       58.10        4.29
2002   TOL       39.88      355.95      357.17
2002   NVS       55.03       82.90        9.21
2002   KGD       49.82       73.08        8.60
2002   AAA       43.25       76.92        4.89
2002   TKT       41.33       69.62        4.89
2002   LVV       49.90       23.75        4.41
2002   RSV       55.85       12.45        1.49
2002   MOS       55.48       37.31        9.23
2002   YSS       46.95      142.72      349.57
2002   HIS       80.62       58.05       34.14
2002   ZGN       66.75      123.26      344.34
2002   YAK       60.02      129.72      344.57
2002   PPI       42.98      131.73      350.07
2002   BJI       40.06      116.18      353.95
2002   BOX       58.03       38.97       10.79
2002   MUT       14.37      121.02      358.84
2002   PTN       -0.05      109.25        0.85
2002   WTK       -7.56      112.63        1.38
2002   LRM      -21.00      115.00        0.84
2002   KAT      -33.68      117.62      358.12
2002   KTN       75.94      137.71      344.58
2002   CHD       70.62      147.89      346.27
2002   ZYK       65.75      150.78      347.78
2002   MGD       59.97      150.86      348.66
2002   MSR       44.37      142.27      350.34
2002   ONW       38.43      141.47      352.26
2002   KAG       31.48      130.72      353.90
2002   YMK       31.19      130.62      354.00
2002   CBI       27.15      142.30      356.46
2002   YAP        9.30      138.50        1.30
2002   KOR        7.33      134.50        1.09
2002   BIK       -1.08      136.05        2.93
2002   WEW       -3.55      143.62        4.82
2002   DRW      -12.40      130.90        3.49
2002   WEP      -12.68      141.88        5.72
2002   BSV      -25.54      139.21        6.88
2002   DAL      -27.18      151.20       10.64
2002   ADL      -34.67      138.65        8.20
2002   CPS       68.88      180.63        6.25
2002   EWA       21.32      202.00       10.09
2002   ASA      -14.28      170.70       11.21
2002   MCQ      -54.50      158.95       32.01
2002   CKA       68.50       73.60       24.69
2002   AMD       69.60       61.21       25.39
2002   LOP       68.25       33.08       13.19
2002   MBC       76.32      240.64       41.21
2002   VIZ       79.30       76.54       40.02
2002   PBK       70.08      170.90      359.76
2002   PGC       66.10      294.20      321.19
2002   CY0       70.50      291.40      313.14
2002   CDC       64.20      283.40      328.23
2002   CHC       64.35      276.00      335.89
2002   GHC       68.63      264.15      351.89
2002   IGC       69.30      278.20      321.11
2002   PBC       68.50      270.30      336.35
2002   RPB       66.52      273.77      334.75
2002   NAN       56.40      298.30      332.68
2002   AIA      -65.25      295.74       16.88
2002   ASC       -7.95      345.62      342.90
2002   VOS      -78.45      106.87      238.53
2002   CSY      -66.28      110.53      260.19
2002   CTA      -20.10      146.30        7.84
2002   DVS      -68.58       77.97      281.08
2002   GLN       49.65      262.88        4.78
2002   HTY       33.12      139.80      353.90
2002   KDU      -12.69      132.47        3.79
2002   KNY       31.42      130.88      353.92
2002   MAW      -67.61       62.88      293.47
2002   MIR      -66.55       93.02      272.58
2002   PST      -51.70      302.11        4.08
2002   TSU      -19.22       17.70      349.31
2002   HUA      -12.05      284.67      359.28
2002   LIV      -62.66      299.61       12.83
2002   TRW      -43.25      294.68        4.77
2002   AQU       42.38       13.32        1.64
2002   MID       28.21      182.62        8.31
2002   LMM      -25.92       32.58      341.25
2002   LZH       36.09      103.85      358.23
2002   QSB       33.87       35.64        3.72
2002   TND        1.29      124.95        1.18
2002   EBR       40.82        0.49      358.53
2002   TEO       19.75      260.82        6.35
2002   LEM      -42.30      147.50       14.74
2002   RIK       43.48      143.76      350.94
2002   CLK       44.70      285.00      345.59
2002   APL       39.17      283.12      349.02
2002   DSO       36.25      278.60      353.28
2002   USC       33.34      278.54      354.02
2002   JAX       30.35      278.40      354.77
2002   FIT       28.07      279.05      354.79
2002   GTF       43.62      288.05      344.17
2002   MSH       42.60      288.52      344.33
2002   FAR       62.05      352.98      351.20
2002   BOR       58.03       38.33       10.61
2002   CRK       57.09      357.36      354.92
2002   GML       57.16      356.32      354.41
2002   HLL       63.77      339.44      342.59
2002   KVI       59.50       17.63        3.67
2002   LAN       54.01      357.23      355.57
2002   S01       64.37       13.36        1.94
2002   OUL       65.10       25.85        8.42
2002   YOR       53.95      358.95      356.32
2002   PUT      -18.33      290.50      356.56
2002   ANT      -23.39      289.76      359.05
2002   SER      -30.00      288.87        2.78
2002   CER      -33.45      289.40        4.05
2002   VLD      -39.48      286.86        9.33
2002   OSO      -40.34      286.91        9.73
2002   PNT      -53.20      289.10       14.57
2002   ESC      -62.18      301.08       11.59
2002   OHI      -63.32      302.10       11.68
2002   PAC      -40.34      289.91        7.26
2002   ENP      -52.13      289.10       14.04
2002   FSJ       56.25      238.15       22.46
2002   EDM       53.30      246.70       17.75
2002   FVE       58.37      243.98       21.59
2002   LET       49.64      247.13       16.21
2002   RED       52.14      246.16       17.56
2002   ROT       51.07      245.87       17.29
2002   SAS       52.80      253.60       13.19
2002   VLO       48.19      282.24      345.93
2002   MCM      -77.85      166.67      144.98
2002   SPA      -90.00        0.00      331.50
2002   ELT       29.67       34.95        3.27
2002   GZH       23.09      113.34      357.91
2002   MLT       29.52       30.89        3.06
2002   PAL      -64.77      295.95       16.45
2002   NOK       69.40       88.10       19.27
2002   HLM       61.24      210.13       21.55
2002   HOM       59.70      209.53       20.73
2002   TRP       62.67      150.24      347.93
2002   BGY       31.72       35.09        3.47
2002   ESA       39.24      141.36      351.96
2002   GCK       44.63       20.77        3.19
2002   KNZ       55.83       48.85       11.98
2002   MIZ       39.11      141.20      351.98
2002   SFS       36.67      354.06      356.74
2002   SHU       55.35      199.54       15.20
2002   BFO       48.33        8.33        0.35
2002   MSK       52.69       34.52        7.53
2002   B11      -77.51      336.58      356.60
2002   B12      -79.08      335.88      357.21
2002   B14      -80.89      337.74      355.80
2002   B15      -81.49        2.97      335.34
2002   B17      -82.90      347.76      347.37
2002   B18      -84.35      336.14      356.81
2002   B19      -85.36        2.06      333.73
2002   B20      -85.36       95.98      241.82
2002   B21      -87.00       28.41      307.57
2002   B22      -86.51       68.17      269.21
2002   B23      -88.03      316.13       14.87
2002   B03      -67.57      291.88       20.79
2002   M01       46.87      263.55        4.38
2002   M02       45.56      266.75        1.59
2002   M03       43.60      264.40        3.90
2002   M04       41.36      263.84        4.48
2002   M05       38.50      263.70        4.69
2002   M06       35.00      262.60        5.48
2002   M07       32.98      263.25        5.08
2002   M08       29.44      261.39        6.11
2002   M09       26.40      262.20        5.68
2002   M10       24.80      260.40        6.51
2002   M11       20.70      256.90        7.71
2002   B01      -64.82      296.52       16.13
2002   B02      -66.03      294.00       18.47
2002   B04      -68.58       41.08      310.14
2002   B05      -69.29       41.32      309.69
2002   B06      -69.67       39.40      311.10
2002   B07      -70.70       44.28      306.71
2002   B08      -72.77      159.03      137.72
2002   B09      -74.01       42.99      306.12
2002   B10      -77.32       39.71      306.85
2002   B24      -71.67       77.77      278.01
2002   B13      -80.00       77.00      269.30
2002   B16      -82.78      347.06      347.98
2002   B27      -81.00        3.00      335.56
2002   KTB       -0.20      100.32      359.73
2002   JCO       70.36      211.20       26.34
2002   SBL       43.93      299.99      340.05
2002   C02       57.71      265.79      359.39
2002   C13       51.88      239.97       19.76
2002   T03       50.37      247.02       16.51
2002   C03       58.77      248.89       18.83
2002   C04       50.06      251.74       13.83
2002   C05       52.03      264.54        2.72
2002   C06       53.35      247.03       17.61
2002   C07       65.26      233.31       29.44
2002   C10       47.66      245.79       16.15
2002   C08       45.87      264.92        3.24
2002   C09       54.93      264.71        1.84
2002   C11       48.03      263.64        4.20
2002   C12       49.69      256.20       10.65
2002   C01       42.42      276.10      353.65
2002   T15       46.48      275.31      352.99
2002   T16       39.19      240.20       15.21
2002   T17       44.95      287.87      343.68
2002   T18       46.09      259.32        7.96
2002   T19       47.61      245.33       16.31
2002   T20       40.18      281.62      349.80
2002   T21       43.08      257.41        9.12
2002   T22       56.81      227.05       23.71
2002   T23       43.66      274.86      354.39
2002   T24       44.82      271.30      357.41
2002   T25       45.14      241.07       16.85
2002   T26       34.20      242.15       13.52
2002   T27       34.38      242.32       13.53
2002   T28       53.30      299.54      335.05
2002   T29       58.10      291.60      332.40
2002   T30       49.81      285.58      342.49
2002   T31       56.50      280.80      341.10
2002   T32       49.39      277.68      349.36
2002   T33       53.99      259.06        8.45
2002   T34       64.73      249.33       21.82
2002   T35       63.60      249.14       21.29
2002   T36       54.71      246.69       18.35
2002   T37       53.81      237.17       21.38
2002   T38       61.01      224.78       25.82
2002   T39       62.24      209.58       21.70
2002   T40       62.95      204.40       19.51
2002   T41       66.97      199.56       18.16
2002   T42       55.20      254.74       12.77
2002   T43       50.87      245.70       17.29
2002   IZN       40.50       29.73        4.08
2002   PAG       47.49       24.18        4.16
2002   HOR       77.00       15.60        3.75
2002   SAH       71.98      234.77       35.99
2002   E01       41.35       23.86        3.40
2002   E02       39.45       21.97        2.95
2002   E03       38.63       24.10        3.17
2002   E04       38.08       23.93        3.10
2002   E05       36.72       22.95        2.86
2002   BRD       49.87      260.03        7.46
2002   EUA       80.00      274.10      281.16
2002   ARS       56.43       58.57       13.64
2002   CKI      -12.19       96.84      357.14
2002   CNH       44.08      124.86      350.57
2002   CYG       36.37      126.85      352.62
2002   DLT       11.94      108.48      359.80
2002   DUR       41.39       14.28        1.80
2002   GAN        0.69       73.15      355.37
2002   JAI       26.92       75.80        0.41
2002   KHB       47.61      134.69      348.46
2002   ORC      -60.74      315.26        2.12
2002   PEG       38.10       23.90        3.10
2002   PET       52.97      158.25      353.37
2002   PIL      -31.40      294.47      358.44
2002   WMQ       43.81       87.71        3.05
2002   PG1      -85.50       77.20      261.51
2002   PG2      -84.42       57.96      282.56
2002   PG3      -84.81       37.63      301.63
2002   PG4      -83.34       12.25      326.22
2002   GNG      -31.36      115.71      358.14
2002   BRZ       56.21       24.75        5.79
2002   SUW       54.01       23.18        4.90
2002   SZC       52.91       19.61        3.71
2002   ZAG       50.28       20.58        3.69
2002   VYH       48.49       18.84        3.11
2002   WIC       47.55       15.52        2.27
2002   CST       46.05       11.65        1.31
2002   P01       45.41       16.66        2.44
2002   RNC       43.97       12.08        1.40
2002   SUT      -32.40       20.67      336.76
2002   A01        8.99        7.39      357.68
2002   A02       36.85        2.93      359.34
2002   A03        3.87       11.52      357.52
2002   A04       14.28       39.46        2.00
2002   A05      -19.20       17.58      349.29
2002   A06        5.33      355.87      353.58
2002   A07        9.58      346.34      351.10
2002   A08        7.00      125.40        0.26
2002   A09       14.58      120.00      358.85
2002   A10       -9.40      319.50      337.64
2002   A11       -1.45      311.55      340.41
2002   A12       14.08      100.61      359.55
2002   A13        7.89       98.35      359.50
2002   GRK       60.27       29.38        8.49
2002   BBG       78.06       14.21        2.65
2002   PRG      -69.23       76.23      281.79
2002   NVL      -70.78       11.83      332.29
2002   WHS       60.70      224.90       25.66
2002   T44       58.47      281.92      337.94
2002   T45       55.28      282.24      340.94
2002   T46       60.05      282.71      335.27
2002   T47       62.20      284.35      330.89
2002   T48       54.80      293.19      335.03
2002   T49       50.22      293.73      338.20
2002   T50       48.65      287.55      341.94
2002   T51       48.05      282.22      346.02
2002   T52       53.79      282.38      342.10
2002   T53       60.82      281.85      334.98
2002   VNA      -70.70      351.70      346.13
2002   CUL      -30.28      149.58       11.05
2002   HOB      -42.88      147.35       14.94
2002   TWN      -19.27      146.82        7.82
2002   AMA       28.17      129.33      354.98
2002   ANC      -11.77      282.85        0.52
2002   ASB       43.46      142.17      350.63
2002   ASW       23.50       32.51        2.73
2002   BCL        9.30      105.71        0.01
2002   BKL       -3.86      102.31      359.98
2002   CDO        8.40      124.63      359.98
2002   CEB       10.36      123.91      359.59
2002   CKT      -15.48      145.25        6.85
2002   CMD      -34.06      150.67       12.62
2002   DES       -6.46       39.12      357.88
2002   DRB      -29.48       30.56      337.10
2002   EUS       -3.88      321.57      338.38
2002   FYM       29.18       35.50        3.24
2002   GSI        1.18       97.34      359.21
2002   HLN       23.90      121.55      356.69
2002   HVD       48.01       91.67        2.93
2002   ICA      -14.08      284.25        0.18
2002   ILR        8.50        4.68      356.98
2002   JRS        0.00      281.70      358.54
2002   JYP        2.51      140.70        3.20
2002   KPG      -10.20      123.40        2.31
2002   KRT       33.37       13.02        1.27
2002   KUJ       33.06      131.23      353.38
2002   LAG        6.48        3.27      356.15
2002   LGZ       13.10      123.74      359.03
2002   LKW        6.30       99.78      359.68
2002   LSK      -15.23       28.19      354.19
2002   LWA       -5.02      104.06        0.27
2002   MLB      -38.36      145.18       12.03
2002   MND        1.44      124.84        1.15
2002   NAB       -1.16       36.48        0.04
2002   PRP       -3.60      119.40        1.52
2002   PTK       52.94      158.25      353.37
2002   ROC      -23.19      150.31        9.44
2002   SBH        6.02      116.07        0.38
2002   SCN       -0.55      100.30      359.71
2002   TGG       17.66      121.76      358.12
2002   TIR        8.48       76.95      357.39
2002   WAD       51.90      256.10       11.02
2002   G01      -29.72      306.28      347.18
2002   KLD       54.50       20.20        4.07
2002   T54       39.10      283.15      349.02
2002   T55       60.55      208.74       20.71
2002   T56       45.59      267.03        1.32
2002   T57       38.25      255.39        9.80
2002   T58       37.42      237.83       15.11
2002   BRN       47.80      132.41      348.41
2002   PG0      -83.67       88.68      252.06
2002   PG5      -81.96        5.71      332.78
2002   HRP       49.20      275.30      351.85
2002   LCL       51.00      252.90       13.29
2002   T59       57.79      207.60       19.31
2002   T60       66.63      210.40       23.98
2002   T61       37.88      284.56      348.44
2002   T62       65.90       26.41        8.93
2002   PKS       52.50      252.80       13.72
2002   FTN       58.90      237.20       24.27
2002   W01      -41.55      147.21       14.24
2002   W02      -29.03      167.97       14.99
2002   W03       -2.70      141.30        4.21
2002   W04      -66.28      111.53      259.38
2002   W05      -68.58       77.96      281.09
2002   NR2       60.50       24.65        6.71
2002   CPL       17.30       78.90      358.82
2002   TTB       -1.21      311.49      340.45
2002   R01       38.90      267.78        1.56
2002   R02       38.68      282.22      349.83
2002   R03       44.90      266.27        2.13
2002   R04       40.01      254.76       10.34
2002   R05       41.58      275.83      354.13
2002   R06       31.84      257.68        8.06
2002   R07       47.13      266.34        1.72
2002   R08       44.33      286.44      344.82
2002   R09       41.65      287.28      345.41
2002   R10       42.61      288.52      344.33
2002   SKD       66.57       66.78       22.90
2002   BEY       73.30       70.00       30.92
2002   KHS       71.16       66.83       28.01
2002   GLK       40.94       44.47        5.34
2002   KLI       60.86       39.52       12.36
2002   KZN       55.93       48.74       12.01
2002   MHV       54.94       37.73        9.11
2002   NAD       65.53       72.51       21.41
2002   WSE       66.55       33.10       12.47
2002   POD       61.58       90.03        9.78
2003   SON       25.12       66.44        0.45
2003   AMU       61.24      210.13       21.26
2003   YKC       62.48      245.52       22.85
2003   CBB       69.12      254.97       14.61
2003   RES       74.69      265.11      324.22
2003   BLC       64.32      263.99      358.05
2003   MEA       54.62      246.65       18.05
2003   SIT       57.06      224.67       23.35
2003   PBQ       55.28      282.26      341.10
2003   MEK       62.77       30.97       10.11
2003   STJ       47.60      307.32      338.81
2003   ALE       82.50      297.50      294.90
2003   LRV       64.18      338.30      341.97
2003   BOU       40.14      254.76       10.23
2003   FRN       37.09      240.28       14.51
2003   VIC       48.52      236.58       18.90
2003   NEW       48.27      242.88       17.22
2003   LOV       59.35       17.83        3.87
2003   LER       60.13      358.82      355.08
2003   VAL       51.93      349.75      352.97
2003   HAD       50.98      355.52      355.65
2003   ESK       55.32      356.80      355.25
2003   MAB       50.30        5.68      359.51
2003   DOU       50.10        4.60      359.17
2003   BFE       55.62       11.67        1.32
2003   CLF       48.02        2.27      358.60
2003   OTT       45.40      284.45      345.70
2003   WNG       53.75        9.07        0.44
2003   VRE      -17.28      292.38      354.47
2003   SHE      -15.95      354.27      341.17
2003   SMA       36.99      334.87      349.63
2003   PNL      -16.68      303.83      345.07
2003   THY       46.90       17.54        2.79
2003   BEL       51.83       20.80        4.02
2003   FUR       48.17       11.28        1.30
2003   NGK       52.07       12.68        1.69
2003   BDV       49.07       14.02        2.03
2003   FRD       38.20      282.63      349.65
2003   CRP       10.44      275.09        0.50
2003   HYB       17.40       78.60      358.84
2003   IPM      -27.20      250.58       15.55
2003   KMH      -26.54       18.11      342.57
2003   NMP      -15.09       39.25      352.08
2003   DED       70.36      211.21       25.90
2003   KEP      -54.28      323.51      353.12
2003   CDP       31.00      256.30        8.51
2003   DMC      -75.25      235.83       64.10
2003   LON       45.41       16.66        2.52
2003   SPG       60.54       29.72        8.82
2003   TAB       76.54      291.18      301.30
2003   ROE       55.17        8.55        0.16
2003   THL       77.47      290.77      299.13
2003   SVS       76.02      294.90      304.28
2003   KUV       74.57      302.82      311.12
2003   UPN       72.78      303.85      314.25
2003   UMQ       70.68      307.87      319.09
2003   GDH       69.25      306.47      320.22
2003   ATU       67.93      306.43      321.85
2003   STF       67.02      309.28      324.09
2003   SKT       65.42      307.10      325.06
2003   GHB       64.17      308.27      326.82
2003   FHB       62.00      310.32      329.67
2003   NAQ       61.16      314.56      331.94
2003   NRD       81.60      343.33      336.35
2003   DMH       76.77      341.37      337.26
2003   DNB       74.30      339.78      337.30
2003   SCO       70.48      338.03      338.16
2003   AMK       65.60      322.37      331.87
2003   MCN       73.93      322.38      324.73
2003   MCE       72.40      326.10      328.60
2003   MCW       72.00      317.41      323.15
2003   MCG       72.60      321.65      325.38
2003   MCR       66.48      313.71      326.65
2003   TDC      -37.10      347.69      335.84
2003   SUM       72.30      321.70      325.68
2003   HOV       61.50      353.20      351.73
2003   GIM       56.38      265.36        0.40
2003   TAL       69.54      266.45      343.24
2003   CNL       65.75      248.75       22.42
2003   DAW       64.05      220.89       26.36
